target_drugs,uniprot_id,Organism
DB03777,P41743,"Homo sapiens (Human)"
DB03779,P14262,"Bacillus cereus"
DB03780,P28720,"Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)"
DB03781,O00763,"Homo sapiens (Human)"
DB03782,P00749,"Homo sapiens (Human)"
DB03783,P23219,"Homo sapiens (Human)"
DB03784,P14555,"Homo sapiens (Human)"
DB03785,P13702,"Pseudomonas mevalonii"
DB03787,P16932,"Burkholderia cepacia (Pseudomonas cepacia)"
DB03788,P10828,"Homo sapiens (Human)"
DB03790,P42321,"Proteus mirabilis"
DB03791,P55055,"Homo sapiens (Human)"
DB03792,P07998,"Homo sapiens (Human)"
DB03793,P0ACQ4,"Escherichia coli (strain K12)"
DB03793,P06993,"Escherichia coli (strain K12)"
DB03793,P31992,"Escherichia coli (strain K12)"
DB03793,P14920,"Homo sapiens (Human)"
DB03793,P52758,"Homo sapiens (Human)"
DB03793,O67987,"Rhodococcus opacus (Nocardia opaca)"
DB03793,P51151,"Homo sapiens (Human)"
DB03793,P96965,"Pseudomonas fluorescens"
DB03793,O31168,"Streptomyces aureofaciens"
DB03793,Q01234,"Enterobacter cloacae"
DB03793,Q5PXQ6,"Nocardioides simplex (Arthrobacter simplex)"
DB03793,Q52546,"Pseudomonas syringae"
DB03793,P30044,"Homo sapiens (Human)"
DB03793,P32890,"Escherichia coli"
DB03793,Q9L9D7,"Rhodococcus sp. (strain MB1 Bresler)"
DB03795,P31057,"Escherichia coli (strain K12)"
DB03796,P09466,"Homo sapiens (Human)"
DB03796,Q14541,"Homo sapiens (Human)"
DB03796,P83812,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03796,P10632,"Homo sapiens (Human)"
DB03796,O43617,"Homo sapiens (Human)"
DB03796,Q9X1H9,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03796,P08100,"Homo sapiens (Human)"
DB03796,O76054,"Homo sapiens (Human)"
DB03796,P50897,"Homo sapiens (Human)"
DB03796,P02689,"Homo sapiens (Human)"
DB03796,P00709,"Homo sapiens (Human)"
DB03798,P08773,"Enterobacteria phage T4 (Bacteriophage T4)"
DB03798,P00469,"Lactobacillus casei"
DB03799,P0AE18,"Escherichia coli (strain K12)"
DB03799,P00959,"Escherichia coli (strain K12)"
DB03800,P13100,"Pneumocystis carinii"
DB03800,P06968,"Escherichia coli (strain K12)"
DB03800,P00469,"Lactobacillus casei"
DB03800,P0A884,"Escherichia coli (strain K12)"
DB03800,P04818,"Homo sapiens (Human)"
DB03800,Q9WYT0,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03800,P16088,"Feline immunodeficiency virus (isolate Petaluma) (FIV)"
DB03800,P0A552,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB03800,P0A552,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB03801,Q8VTT5,"Ralstonia pickettii (Burkholderia pickettii)"
DB03801,P13661,"Escherichia coli"
DB03801,P81006,"Paenarthrobacter aurescens (Arthrobacter aurescens)"
DB03801,Q45515,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03801,Q70AC7,"Propionibacterium freudenreichii subsp. shermanii"
DB03801,P39377,"Escherichia coli (strain K12)"
DB03801,P0A1V8,"Salmonella typhimurium"
DB03801,Q9HTQ2,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB03801,O25323,"Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)"
DB03801,Q7SIE9,"Thermus sp."
DB03801,Q9WYE2,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03801,P14489,"Pseudomonas aeruginosa"
DB03801,P14900,"Escherichia coli (strain K12)"
DB03801,P10724,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03801,P22188,"Escherichia coli (strain K12)"
DB03801,P0A433,"Sphingobium fuliginis (strain ATCC 27551)"
DB03801,P15925,"Lactobacillus casei"
DB03801,P05020,"Escherichia coli (strain K12)"
DB03801,P24941,"Homo sapiens (Human)"
DB03802,P03372,"Homo sapiens (Human)"
DB03803,P03366,"Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)"
DB03804,P03176,"Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)"
DB03805,Q02127,"Homo sapiens (Human)"
DB03807,Q07343,"Homo sapiens (Human)"
DB03808,P0A0N5,"Staphylococcus haemolyticus"
DB03808,P0A0N4,"Staphylococcus aureus"
DB03809,P07900,"Homo sapiens (Human)"
DB03811,P06988,"Escherichia coli (strain K12)"
DB03811,P60906,"Escherichia coli (strain K12)"
DB03812,P66034,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB03812,P66034,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB03813,P0A6Q5,"Shigella flexneri"
DB03813,P0A6Q3,"Escherichia coli (strain K12)"
DB03814,P22303,"Homo sapiens (Human)"
DB03814,P17169,"Escherichia coli (strain K12)"
DB03814,P22906,"Candida albicans (Yeast)"
DB03814,P25006,"Achromobacter cycloclastes"
DB03814,P28845,"Homo sapiens (Human)"
DB03814,P0ACC7,"Escherichia coli (strain K12)"
DB03814,Q01770,"Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949)"
DB03814,P00861,"Escherichia coli (strain K12)"
DB03814,P31434,"Escherichia coli (strain K12)"
DB03814,Q9ZAG3,"Rhodococcus erythropolis (Arthrobacter picolinophilus)"
DB03814,P49424,"Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)"
DB03814,P15291,"Homo sapiens (Human)"
DB03814,P00521,"Abelson murine leukemia virus"
DB03814,P0AEG6,"Escherichia coli (strain K12)"
DB03814,P0A9B2,"Escherichia coli (strain K12)"
DB03814,P20932,"Pseudomonas putida (Arthrobacter siderocapsulatus)"
DB03814,O68601,"Alcaligenes xylosoxydans xylosoxydans (Achromobacter xylosoxidans)"
DB03814,P0A6Y5,"Escherichia coli (strain K12)"
DB03814,P76270,"Escherichia coli (strain K12)"
DB03814,Q88H32,"Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440)"
DB03814,P09417,"Homo sapiens (Human)"
DB03814,P04424,"Homo sapiens (Human)"
DB03814,P0A8D6,"Escherichia coli (strain K12)"
DB03814,P36405,"Homo sapiens (Human)"
DB03814,P52664,"Proteus vulgaris"
DB03814,P45314,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)"
DB03814,Q9Y468,"Homo sapiens (Human)"
DB03814,P06276,"Homo sapiens (Human)"
DB03814,P54548,"Bacillus subtilis (strain 168)"
DB03814,P30041,"Homo sapiens (Human)"
DB03814,Q9X9L0,"Thermus thermophilus"
DB03814,Q9X5N2,"Myxococcus xanthus"
DB03814,Q8IWL2,"Homo sapiens (Human)"
DB03814,P60355,"Lactobacillus plantarum"
DB03814,Q84FH6,"Thermus thermophilus"
DB03814,Q9FCA6,"Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)"
DB03814,Q6NXR0,"Homo sapiens (Human)"
DB03814,P23946,"Homo sapiens (Human)"
DB03814,P09211,"Homo sapiens (Human)"
DB03815,P69923,"Shigella flexneri"
DB03816,P00959,"Escherichia coli (strain K12)"
DB03817,P12488,"Human immunodeficiency virus type 1 group M subtype B (isolate BRVA) (HIV-1)"
DB03818,P0A884,"Escherichia coli (strain K12)"
DB03820,P15555,"Streptomyces sp. (strain R61)"
DB03821,P15289,"Homo sapiens (Human)"
DB03822,P0A433,"Sphingobium fuliginis (strain ATCC 27551)"
DB03822,P06276,"Homo sapiens (Human)"
DB03824,P11086,"Homo sapiens (Human)"
DB03825,P0A0N5,"Staphylococcus haemolyticus"
DB03825,P31224,"Escherichia coli (strain K12)"
DB03827,P09598,"Bacillus cereus"
DB03828,P12931,"Homo sapiens (Human)"
DB03830,P08192,"Escherichia coli (strain K12)"
DB03832,Q9UKG9,"Homo sapiens (Human)"
DB03833,O32449,"Serratia marcescens"
DB03834,P0AD63,"Escherichia coli"
DB03835,P11217,"Homo sapiens (Human)"
DB03836,P00183,"Pseudomonas putida (Arthrobacter siderocapsulatus)"
DB03837,P25774,"Homo sapiens (Human)"
DB03840,P00282,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB03841,P47989,"Homo sapiens (Human)"
DB03842,P00720,"Enterobacteria phage T4 (Bacteriophage T4)"
DB03843,P15555,"Streptomyces sp. (strain R61)"
DB03844,P00918,"Homo sapiens (Human)"
DB03845,P23919,"Homo sapiens (Human)"
DB03846,O05891,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB03846,O05891,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB03847,P00734,"Homo sapiens (Human)"
DB03847,P02818,"Homo sapiens (Human)"
DB03847,P00742,"Homo sapiens (Human)"
DB03848,P55055,"Homo sapiens (Human)"
DB03849,Q08499,"Homo sapiens (Human)"
DB03849,Q07343,"Homo sapiens (Human)"
DB03850,P68133,"Homo sapiens (Human)"
DB03854,Q46893,"Escherichia coli (strain K12)"
DB03855,P39304,"Escherichia coli (strain K12)"
DB03856,P11926,"Homo sapiens (Human)"
DB03857,P37698,"Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)"
DB03859,P37700,"Clostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10)"
DB03860,Q92731,"Homo sapiens (Human)"
DB03861,P07686,"Homo sapiens (Human)"
DB03861,Q9Y691,"Homo sapiens (Human)"
DB03862,O85465,"Bacillus agaradhaerens (Bacillus agaradherans)"
DB03862,Q08638,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03863,Q59288,"Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)"
DB03863,Q46079,"Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)"
DB03864,P48147,"Homo sapiens (Human)"
DB03865,P00734,"Homo sapiens (Human)"
DB03865,P07477,"Homo sapiens (Human)"
DB03865,P00749,"Homo sapiens (Human)"
DB03865,P05981,"Homo sapiens (Human)"
DB03866,P35354,"Homo sapiens (Human)"
DB03867,P00390,"Homo sapiens (Human)"
DB03868,Q48255,"Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)"
DB03869,P0A8M5,"Shigella flexneri"
DB03870,Q9XBQ3,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03871,P00282,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB03874,P33247,"Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / JCM 5260 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-1A) (Bacillus acidocaldarius)"
DB03875,P00183,"Pseudomonas putida (Arthrobacter siderocapsulatus)"
DB03876,P07477,"Homo sapiens (Human)"
DB03876,P00749,"Homo sapiens (Human)"
DB03877,P00918,"Homo sapiens (Human)"
DB03878,P00521,"Abelson murine leukemia virus"
DB03878,P00519,"Homo sapiens (Human)"
DB03879,P11226,"Homo sapiens (Human)"
DB03879,Q59288,"Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)"
DB03880,P22894,"Homo sapiens (Human)"
DB03880,P39900,"Homo sapiens (Human)"
DB03880,P51512,"Homo sapiens (Human)"
DB03880,Q9UKQ2,"Homo sapiens (Human)"
DB03880,Q9UNA0,"Homo sapiens (Human)"
DB03881,P00491,"Homo sapiens (Human)"
DB03881,Q8I3X4,"Plasmodium falciparum (isolate 3D7)"
DB03882,Q92731,"Homo sapiens (Human)"
DB03884,Q59771,"Rhodococcus sp."
DB03884,Q9UJM8,"Homo sapiens (Human)"
DB03884,P51852,"Azospirillum brasilense"
DB03884,Q7NSZ5,"Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)"
DB03884,P39639,"Bacillus subtilis (strain 168)"
DB03884,A1A2B5,"Bifidobacterium adolescentis (strain ATCC 15703 / DSM 20083 / NCTC 11814 / E194a)"
DB03886,P35270,"Homo sapiens (Human)"
DB03886,Q03393,"Homo sapiens (Human)"
DB03886,P00374,"Homo sapiens (Human)"
DB03887,Q05603,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB03888,P33247,"Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / JCM 5260 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-1A) (Bacillus acidocaldarius)"
DB03889,Q16775,"Homo sapiens (Human)"
DB03890,Q9UNI1,"Homo sapiens (Human)"
DB03891,P43235,"Homo sapiens (Human)"
DB03892,P29475,"Homo sapiens (Human)"
DB03893,P04406,"Homo sapiens (Human)"
DB03894,P27338,"Homo sapiens (Human)"
DB03895,P0A0N5,"Staphylococcus haemolyticus"
DB03896,P51003,"Homo sapiens (Human)"
DB03897,P31012,"Citrobacter intermedius (Escherichia intermedia)"
DB03897,P31013,"Citrobacter freundii"
DB03897,O67636,"Aquifex aeolicus (strain VF5)"
DB03899,P07900,"Homo sapiens (Human)"
DB03900,P07998,"Homo sapiens (Human)"
DB03900,P60174,"Homo sapiens (Human)"
DB03900,P50579,"Homo sapiens (Human)"
DB03900,P47228,"Paraburkholderia xenovorans (strain LB400)"
DB03900,P62158,"Homo sapiens (Human)"
DB03900,P62158,"Homo sapiens (Human)"
DB03900,P62158,"Homo sapiens (Human)"
DB03901,P94690,"Desulfovibrio africanus"
DB03902,P12931,"Homo sapiens (Human)"
DB03903,P68133,"Homo sapiens (Human)"
DB03904,P05089,"Homo sapiens (Human)"
DB03904,P00918,"Homo sapiens (Human)"
DB03904,P09592,"Venezuelan equine encephalitis virus (strain Trinidad donkey) (VEEV)"
DB03904,P35222,"Homo sapiens (Human)"
DB03904,Q8XB74,"Escherichia coli O157:H7"
DB03904,P0ABQ4,"Escherichia coli (strain K12)"
DB03905,P56220,"Unknown prokaryotic organism"
DB03906,P09601,"Homo sapiens (Human)"
DB03907,P21964,"Homo sapiens (Human)"
DB03908,P03366,"Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)"
DB03909,P15925,"Lactobacillus casei"
DB03909,Q56310,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03909,P45066,"Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)"
DB03909,P46859,"Escherichia coli (strain K12)"
DB03909,P33221,"Escherichia coli (strain K12)"
DB03909,P06213,"Homo sapiens (Human)"
DB03909,O14983,"Homo sapiens (Human)"
DB03909,O00764,"Homo sapiens (Human)"
DB03909,P00558,"Homo sapiens (Human)"
DB03909,P0A5S4,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB03909,P0A5S4,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB03909,P0A9J6,"Escherichia coli (strain K12)"
DB03909,Q8ZKR2,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB03909,Q9X278,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03909,Q12756,"Homo sapiens (Human)"
DB03910,P29474,"Homo sapiens (Human)"
DB03911,P24300,"Streptomyces rubiginosus"
DB03912,Q72K87,"Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)"
DB03912,P0A6I8,"Shigella flexneri"
DB03912,Q9WZK0,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03915,P0AB77,"Escherichia coli (strain K12)"
DB03916,Q83QN9,"Shigella flexneri"
DB03916,P77173,"Escherichia coli (strain K12)"
DB03918,P29474,"Homo sapiens (Human)"
DB03919,P69178,"Bacteriophage H30"
DB03921,P36897,"Homo sapiens (Human)"
DB03923,Q86VU5,"Homo sapiens (Human)"
DB03924,P68400,"Homo sapiens (Human)"
DB03925,P08246,"Homo sapiens (Human)"
DB03925,Q9UNI1,"Homo sapiens (Human)"
DB03927,P15555,"Streptomyces sp. (strain R61)"
DB03928,P32929,"Homo sapiens (Human)"
DB03929,P23415,"Homo sapiens (Human)"
DB03929,Q05586,"Homo sapiens (Human)"
DB03929,P29508,"Homo sapiens (Human)"
DB03929,P36275,"Enterobacteria phage P21 (Bacteriophage 21) (Bacteriophage P21)"
DB03931,Q84424,"Paramecium bursaria Chlorella virus 1 (PBCV-1)"
DB03932,P20701,"Homo sapiens (Human)"
DB03933,Q06110,"Streptomyces globisporus"
DB03934,P99999,"Homo sapiens (Human)"
DB03935,P09038,"Homo sapiens (Human)"
DB03935,P08758,"Homo sapiens (Human)"
DB03936,P0A716,"Shigella flexneri"
DB03937,O66496,"Aquifex aeolicus (strain VF5)"
DB03937,P06744,"Homo sapiens (Human)"
DB03937,Q9WYH8,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03938,P18548,"Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602)"
DB03939,P25524,"Escherichia coli (strain K12)"
DB03940,Q27743,"Plasmodium falciparum (isolate CDC / Honduras)"
DB03940,P16115,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03940,P00338,"Homo sapiens (Human)"
DB03940,P07195,"Homo sapiens (Human)"
DB03940,P09373,"Escherichia coli (strain K12)"
DB03940,P30901,"Lactobacillus helveticus (Lactobacillus suntoryeus)"
DB03942,P0AG16,"Escherichia coli (strain K12)"
DB03942,P37551,"Bacillus subtilis (strain 168)"
DB03942,P0A9M5,"Escherichia coli (strain K12)"
DB03944,P63316,"Homo sapiens (Human)"
DB03945,P02741,"Homo sapiens (Human)"
DB03945,Q96BH3,"Homo sapiens (Human)"
DB03945,P0A076,"Staphylococcus aureus (strain MW2)"
DB03947,P24300,"Streptomyces rubiginosus"
DB03948,P20839,"Homo sapiens (Human)"
DB03948,P12268,"Homo sapiens (Human)"
DB03949,P43133,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03950,P00918,"Homo sapiens (Human)"
DB03951,P46926,"Homo sapiens (Human)"
DB03951,P0A759,"Escherichia coli (strain K12)"
DB03952,P0ABP8,"Escherichia coli (strain K12)"
DB03953,P35228,"Homo sapiens (Human)"
DB03955,Q16706,"Homo sapiens (Human)"
DB03956,P51178,"Homo sapiens (Human)"
DB03957,P60568,"Homo sapiens (Human)"
DB03958,Q96C86,"Homo sapiens (Human)"
DB03958,P0CK31,"Reovirus type 3 (strain Dearing) (T3D) (Mammalian orthoreovirus 3)"
DB03959,P09038,"Homo sapiens (Human)"
DB03959,P05230,"Homo sapiens (Human)"
DB03959,Q9Y663,"Homo sapiens (Human)"
DB03959,P14210,"Homo sapiens (Human)"
DB03959,P68638,"Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))"
DB03959,P08758,"Homo sapiens (Human)"
DB03961,P62619,"Shigella flexneri"
DB03962,P52209,"Homo sapiens (Human)"
DB03963,O60603,"Homo sapiens (Human)"
DB03963,P16753,"Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)"
DB03963,P12497,"Human immunodeficiency virus type 1 group M subtype B (isolate NY5) (HIV-1)"
DB03963,P29474,"Homo sapiens (Human)"
DB03963,Q9Y678,"Homo sapiens (Human)"
DB03963,P03300,"Poliovirus type 1 (strain Mahoney)"
DB03963,Q13426,"Homo sapiens (Human)"
DB03963,P0A745,"Shigella flexneri"
DB03964,Q99798,"Homo sapiens (Human)"
DB03966,P0AES6,"Escherichia coli (strain K12)"
DB03967,P61626,"Homo sapiens (Human)"
DB03967,P37001,"Escherichia coli (strain K12)"
DB03968,P00797,"Homo sapiens (Human)"
DB03969,P04036,"Escherichia coli (strain K12)"
DB03970,P05364,"Enterobacter cloacae"
DB03970,P0AD63,"Escherichia coli"
DB03970,P0AD64,"Klebsiella pneumoniae"
DB03970,Q59401,"Enterobacter cloacae"
DB03971,P19531,"Geobacillus stearothermophilus (Bacillus stearothermophilus)"
DB03971,P04746,"Homo sapiens (Human)"
DB03973,P66034,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB03973,P66034,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB03974,P29474,"Homo sapiens (Human)"
DB03975,P69488,"Escherichia coli (strain K12)"
DB03975,P00918,"Homo sapiens (Human)"
DB03976,P07477,"Homo sapiens (Human)"
DB03976,P07478,"Homo sapiens (Human)"
DB03976,P17538,"Homo sapiens (Human)"
DB03977,P99999,"Homo sapiens (Human)"
DB03977,P62158,"Homo sapiens (Human)"
DB03977,P62158,"Homo sapiens (Human)"
DB03977,P62158,"Homo sapiens (Human)"
DB03978,P83453,"Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)"
DB03978,P42790,"Pseudomonas sp. (strain 101) (Achromobacter parvulus T1)"
DB03978,P54577,"Homo sapiens (Human)"
DB03978,Q5UPJ7,"Acanthamoeba polyphaga mimivirus (APMV)"
DB03979,P39662,"Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)"
DB03980,Q16539,"Homo sapiens (Human)"
DB03981,P08758,"Homo sapiens (Human)"
DB03981,P09038,"Homo sapiens (Human)"
DB03981,Q9Y663,"Homo sapiens (Human)"
DB03982,P18031,"Homo sapiens (Human)"
DB03983,P51687,"Homo sapiens (Human)"
DB03984,P25774,"Homo sapiens (Human)"
DB03986,P0ABP8,"Escherichia coli (strain K12)"
DB03987,P16184,"Pneumocystis carinii"
DB03987,P00374,"Homo sapiens (Human)"
DB03988,P18509,"Homo sapiens (Human)"
DB03989,P39265,"Escherichia coli (strain K12)"
DB03991,P12564,"Human parainfluenza 3 virus (strain Tex/12677/83) (HPIV-3)"
DB03991,Q02834,"Micromonospora viridifaciens"
DB03991,P03472,"Influenza A virus (strain A/Tern/Australia/G70C/1975 H11N9)"
DB03991,P32884,"Newcastle disease virus (strain Beaudette C/45) (NDV)"
DB03991,Q9Y3R4,"Homo sapiens (Human)"
DB03993,P0AB80,"Escherichia coli (strain K12)"
DB03994,Q9RP17,"Neisseria meningitidis"
DB03994,P12429,"Homo sapiens (Human)"
DB03995,Q08751,"Thermoactinomyces vulgaris"
DB03995,P0AEX9,"Escherichia coli (strain K12)"
DB03995,O69007,"Thermus sp. IM6501"
DB03996,P52732,"Homo sapiens (Human)"
DB03997,P06986,"Escherichia coli (strain K12)"
DB03997,Q9X0D0,"Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)"
DB03999,P25275,"Pseudomonas sp. (strain KWI-56)"
DB04000,P42262,"Homo sapiens (Human)"
DB04001,P18031,"Homo sapiens (Human)"
DB04002,P00918,"Homo sapiens (Human)"
DB04003,P06239,"Homo sapiens (Human)"
DB04004,P28720,"Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)"
DB04005,Q9BZX2,"Homo sapiens (Human)"
DB04005,P26662,"Hepatitis C virus genotype 1b (isolate Japanese) (HCV)"
DB04005,P26663,"Hepatitis C virus genotype 1b (isolate BK) (HCV)"
DB04006,P24941,"Homo sapiens (Human)"
DB04007,P0A546,"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"
DB04007,P0A546,"Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)"
DB04008,P07477,"Homo sapiens (Human)"
DB04009,P00167,"Homo sapiens (Human)"
DB04010,P09874,"Homo sapiens (Human)"
DB04012,P62942,"Homo sapiens (Human)"
DB04013,P11217,"Homo sapiens (Human)"
DB04014,Q00535,"Homo sapiens (Human)"
DB04014,P06493,"Homo sapiens (Human)"
DB04014,P49841,"Homo sapiens (Human)"
DB04015,P00959,"Escherichia coli (strain K12)"
DB04015,P0AE18,"Escherichia coli (strain K12)"
DB04016,P08311,"Homo sapiens (Human)"
DB04016,P23946,"Homo sapiens (Human)"
DB04017,P21397,"Homo sapiens (Human)"
DB04018,P29474,"Homo sapiens (Human)"
DB04020,Q92731,"Homo sapiens (Human)"
DB04021,P22303,"Homo sapiens (Human)"
DB04022,P42085,"Bacillus subtilis (strain 168)"
DB04022,P20964,"Bacillus subtilis (strain 168)"
DB04023,P11759,"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"
DB04024,P0A8M5,"Shigella flexneri"
DB04027,P06732,"Homo sapiens (Human)"
DB04028,P12528,"Salmonella phage P22 (Bacteriophage P22)"
DB04029,P08617,"Human hepatitis A virus genotype IB (isolate HM175) (HHAV) (Human hepatitis A virus (isolate Human/Australia/HM175/1976))"
DB04029,P13901,"Human hepatitis A virus genotype IB (isolate MBB) (HHAV) (Human hepatitis A virus (isolate Human/Northern Africa/MBB/1978))"
DB04029,Q9LCC8,"Ochrobactrum anthropi"
DB04030,P0AEK4,"Escherichia coli (strain K12)"
DB04031,P00634,"Escherichia coli (strain K12)"
DB04032,P00183,"Pseudomonas putida (Arthrobacter siderocapsulatus)"
DB04033,Q9X5N2,"Myxococcus xanthus"
DB04034,P39304,"Escherichia coli (strain K12)"
DB04035,Q9L5C7,"Escherichia coli"
DB04035,P00811,"Escherichia coli (strain K12)"
DB04035,P62593,"Escherichia coli"
DB04036,P26440,"Homo sapiens (Human)"
DB04037,P62594,"Salmonella typhi"
DB04037,P62593,"Escherichia coli"
DB04039,P06971,"Escherichia coli (strain K12)"
DB04039,P06129,"Escherichia coli (strain K12)"
DB04039,P00646,"Escherichia coli"
DB04040,P32890,"Escherichia coli"
DB04041,P07944,"Staphylococcus aureus"
DB04042,P03366,"Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)"
DB04043,P80188,"Homo sapiens (Human)"
DB04044,P11217,"Homo sapiens (Human)"
DB04045,Q8GBW6,"Propionibacterium freudenreichii subsp. shermanii"
DB04047,Q81VW8,"Bacillus anthracis"
DB04047,P26281,"Escherichia coli (strain K12)"
DB04048,P32119,"Homo sapiens (Human)"
DB04050,P02144,"Homo sapiens (Human)"
DB04051,P95468,"Paracoccus denitrificans"
DB04052,Q05603,"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"
DB04053,P52197,"Azotobacter vinelandii"
DB04054,P07900,"Homo sapiens (Human)"
DB04055,P11217,"Homo sapiens (Human)"
DB04057,P31939,"Homo sapiens (Human)"
DB04058,P60327,"Agrobacterium sp. (strain KNK712)"
DB04058,P15085,"Homo sapiens (Human)"
DB04059,P00749,"Homo sapiens (Human)"
DB04062,P0A9E0,"Escherichia coli (strain K12)"
DB04062,P02924,"Escherichia coli (strain K12)"
DB04063,P0AB80,"Escherichia coli (strain K12)"
DB04064,Q9RN59,"Streptomyces nogalater"
DB04065,P07327,"Homo sapiens (Human)"
DB04066,Q9X2W8,"Rhodospirillum centenum (Rhodocista centenaria)"
